3_dig_zip,2014_accpt_loans,2014_rejected_loans,2014_Total_loans_considered,2014_pct_accepted
723,87,1232.0,1319.0,0.06595905989385899
724,114,1609.0,1723.0,0.0661636680208938
725,45,576.0,621.0,0.07246376811594203
726,75,771.0,846.0,0.08865248226950355
727,339,2940.0,3279.0,0.10338517840805124
728,67,727.0,794.0,0.08438287153652393
729,142,1376.0,1518.0,0.09354413702239789
730,429,3635.0,4064.0,0.10556102362204725
731,356,3910.0,4266.0,0.08345053914674168
734,46,508.0,554.0,0.08303249097472924
735,117,1558.0,1675.0,0.06985074626865671
736,25,284.0,309.0,0.08090614886731391
737,48,482.0,530.0,0.09056603773584905
738,17,162.0,179.0,0.09497206703910614
739,19,146.0,165.0,0.11515151515151516
740,429,3411.0,3840.0,0.11171875
741,260,2193.0,2453.0,0.1059926620464737
743,51,711.0,762.0,0.06692913385826772
744,96,1169.0,1265.0,0.07588932806324111
745,29,467.0,496.0,0.05846774193548387
746,28,324.0,352.0,0.07954545454545454
747,44,439.0,483.0,0.09109730848861283
748,75,1018.0,1093.0,0.0686184812442818
749,47,636.0,683.0,0.06881405563689605
750,2546,15356.0,17902.0,0.14221874650876998
751,666,5963.0,6629.0,0.10046764217830743
752,856,7503.0,8359.0,0.10240459385093911
753,13,42.0,55.0,0.23636363636363636
754,228,2198.0,2426.0,0.09398186314921682
755,62,918.0,980.0,0.06326530612244897
756,156,1948.0,2104.0,0.0741444866920152
757,220,2124.0,2344.0,0.09385665529010238
758,42,626.0,668.0,0.06287425149700598
759,116,1568.0,1684.0,0.0688836104513064
760,1081,8629.0,9710.0,0.11132852729145211
761,785,6517.0,7302.0,0.10750479320734045
762,513,3112.0,3625.0,0.14151724137931035
763,98,1215.0,1313.0,0.07463823305407463
764,70,734.0,804.0,0.08706467661691543
765,429,5549.0,5978.0,0.07176313148210103
766,85,928.0,1013.0,0.08390918065153011
767,74,1001.0,1075.0,0.06883720930232558
768,41,476.0,517.0,0.07930367504835589
769,84,905.0,989.0,0.08493427704752275
770,1795,17900.0,19695.0,0.09113988321909114
772,12,135.0,147.0,0.08163265306122448
773,1044,8008.0,9052.0,0.11533362792752982
774,1035,6991.0,8026.0,0.12895589334662347
775,829,7324.0,8153.0,0.1016803630565436
776,102,1561.0,1663.0,0.06133493686109441
777,57,845.0,902.0,0.06319290465631928
778,154,1694.0,1848.0,0.08333333333333333
779,81,829.0,910.0,0.08901098901098901
780,285,3211.0,3496.0,0.08152173913043478
781,257,2888.0,3145.0,0.08171701112877583
782,965,11912.0,12877.0,0.07493981517434185
783,106,1486.0,1592.0,0.06658291457286432
784,170,2084.0,2254.0,0.07542147293700088
785,503,7095.0,7598.0,0.06620163200842327
786,844,6067.0,6911.0,0.12212414990594704
787,841,5771.0,6612.0,0.12719298245614036
788,95,1156.0,1251.0,0.0759392486011191
789,56,379.0,435.0,0.12873563218390804
790,125,1111.0,1236.0,0.1011326860841424
791,157,1356.0,1513.0,0.1037673496364838
792,30,162.0,192.0,0.15625
793,65,766.0,831.0,0.07821901323706378
794,164,1713.0,1877.0,0.08737346830047948
795,60,498.0,558.0,0.10752688172043011
796,82,788.0,870.0,0.09425287356321839
797,275,2452.0,2727.0,0.10084341767510084
798,30,345.0,375.0,0.08
799,592,5866.0,6458.0,0.09166924744502943
800,940,5577.0,6517.0,0.1442381463863741
801,742,3587.0,4329.0,0.1714021714021714
802,1028,6195.0,7223.0,0.1423231344316766
803,67,415.0,482.0,0.13900414937759337
804,169,995.0,1164.0,0.14518900343642613
805,450,2680.0,3130.0,0.14376996805111822
806,274,1578.0,1852.0,0.14794816414686826
807,53,389.0,442.0,0.11990950226244344
808,109,877.0,986.0,0.1105476673427992
809,473,4733.0,5206.0,0.09085670380330388
810,172,1410.0,1582.0,0.10872313527180784
811,52,478.0,530.0,0.09811320754716982
812,51,485.0,536.0,0.09514925373134328
813,45,341.0,386.0,0.11658031088082901
814,50,403.0,453.0,0.11037527593818984
815,123,877.0,1000.0,0.123
816,119,766.0,885.0,0.1344632768361582
820,136,936.0,1072.0,0.12686567164179105
821,1,7.0,8.0,0.125
822,17,151.0,168.0,0.10119047619047619
823,15,127.0,142.0,0.1056338028169014
824,43,252.0,295.0,0.14576271186440679
825,31,206.0,237.0,0.1308016877637131
826,89,600.0,689.0,0.12917271407837447
827,76,417.0,493.0,0.15415821501014199
828,32,221.0,253.0,0.12648221343873517
829,93,448.0,541.0,0.17190388170055454
830,20,87.0,107.0,0.18691588785046728
831,27,113.0,140.0,0.19285714285714287
832,1,49.0,50.0,0.02
833,1,55.0,56.0,0.017857142857142856
834,2,41.0,43.0,0.046511627906976744
836,1,114.0,115.0,0.008695652173913044
840,856,5981.0,6837.0,0.12520111159865438
841,376,3143.0,3519.0,0.10684853651605569
843,81,768.0,849.0,0.09540636042402827
844,106,890.0,996.0,0.10642570281124498
845,15,244.0,259.0,0.05791505791505792
846,124,1019.0,1143.0,0.1084864391951006
847,106,940.0,1046.0,0.10133843212237094
850,1022,7292.0,8314.0,0.12292518643252345
851,327,2540.0,2867.0,0.11405650505755145
852,1528,8372.0,9900.0,0.15434343434343434
853,1135,7903.0,9038.0,0.1255808807258243
854,1,11.0,12.0,0.08333333333333333
855,66,504.0,570.0,0.11578947368421053
856,312,1728.0,2040.0,0.15294117647058825
857,615,4699.0,5314.0,0.11573202860368836
859,53,308.0,361.0,0.14681440443213298
860,103,795.0,898.0,0.11469933184855234
861,1,15.0,16.0,0.0625
863,179,1231.0,1410.0,0.12695035460992907
864,152,1284.0,1436.0,0.10584958217270195
865,16,214.0,230.0,0.06956521739130435
870,97,1030.0,1127.0,0.08606921029281278
871,543,4465.0,5008.0,0.10842651757188498
873,24,366.0,390.0,0.06153846153846154
874,90,663.0,753.0,0.11952191235059761
875,156,1132.0,1288.0,0.12111801242236025
877,19,220.0,239.0,0.0794979079497908
878,14,93.0,107.0,0.1308411214953271
879,7,66.0,73.0,0.0958904109589041
880,163,1655.0,1818.0,0.08965896589658966
881,55,479.0,534.0,0.10299625468164794
882,128,1105.0,1233.0,0.10381184103811841
883,59,505.0,564.0,0.10460992907801418
884,5,137.0,142.0,0.035211267605633804
888,1,2.0,3.0,0.3333333333333333
889,1,4.0,5.0,0.2
890,811,5272.0,6083.0,0.13332237382870293
891,1635,12175.0,13810.0,0.11839246922519914
893,18,61.0,79.0,0.22784810126582278
894,291,2018.0,2309.0,0.12602858380251192
895,308,1900.0,2208.0,0.13949275362318841
897,57,439.0,496.0,0.11491935483870967
898,106,491.0,597.0,0.17755443886097153
900,1787,15331.0,17118.0,0.10439303656969272
901,1,8.0,9.0,0.1111111111111111
902,931,7350.0,8281.0,0.11242603550295859
903,123,1003.0,1126.0,0.10923623445825932
904,135,566.0,701.0,0.19258202567760344
905,177,1017.0,1194.0,0.14824120603015076
906,710,4897.0,5607.0,0.12662742999821652
907,627,4317.0,4944.0,0.12682038834951456
908,479,3455.0,3934.0,0.1217590238942552
909,1,6.0,7.0,0.14285714285714285
910,271,1591.0,1862.0,0.14554242749731472
911,141,889.0,1030.0,0.13689320388349516
912,200,1472.0,1672.0,0.11961722488038277
913,1391,9004.0,10395.0,0.1338143338143338
914,266,2149.0,2415.0,0.11014492753623188
915,123,834.0,957.0,0.12852664576802508
916,259,1658.0,1917.0,0.13510693792383932
917,1685,12304.0,13989.0,0.1204517835442133
918,82,499.0,581.0,0.14113597246127366
919,603,4825.0,5428.0,0.1110906411201179
920,1106,8080.0,9186.0,0.12040060962333987
921,1427,9806.0,11233.0,0.12703641057598147
922,605,5179.0,5784.0,0.10459889349930844
923,936,8858.0,9794.0,0.09556871554012661
924,125,1757.0,1882.0,0.06641870350690754
925,1315,11109.0,12424.0,0.10584352865421764
926,1355,7857.0,9212.0,0.14709075119409465
927,304,2454.0,2758.0,0.11022480058013052
928,1076,7945.0,9021.0,0.1192772419909101
929,1,8.0,9.0,0.1111111111111111
930,599,4061.0,4660.0,0.12854077253218885
931,146,851.0,997.0,0.1464393179538616
932,427,3872.0,4299.0,0.0993254245173296
933,415,4327.0,4742.0,0.08751581611134543
934,343,2508.0,2851.0,0.12030866362679761
935,422,4096.0,4518.0,0.0934041611332448
936,315,2748.0,3063.0,0.10284035259549461
937,336,3074.0,3410.0,0.09853372434017596
938,1,8.0,9.0,0.1111111111111111
939,276,1786.0,2062.0,0.1338506304558681
940,845,4592.0,5437.0,0.15541659003126723
941,1020,4902.0,5922.0,0.17223910840932116
942,2,15.0,17.0,0.11764705882352941
943,58,349.0,407.0,0.14250614250614252
944,151,844.0,995.0,0.15175879396984926
945,2418,15086.0,17504.0,0.1381398537477148
946,394,2531.0,2925.0,0.1347008547008547
947,77,560.0,637.0,0.12087912087912088
948,149,1114.0,1263.0,0.11797307996832937
949,366,1833.0,2199.0,0.1664392905866303
950,675,3998.0,4673.0,0.14444682216991225
951,942,5609.0,6551.0,0.1437948404823691
952,357,3101.0,3458.0,0.10323886639676114
953,875,6537.0,7412.0,0.11805180787911494
954,385,2472.0,2857.0,0.13475673783689185
955,91,711.0,802.0,0.11346633416458853
956,1114,7289.0,8403.0,0.13257170058312506
957,413,2316.0,2729.0,0.15133748625870283
958,804,6301.0,7105.0,0.11315974665728361
959,358,2956.0,3314.0,0.108026554013277
960,178,1798.0,1976.0,0.09008097165991903
961,101,633.0,734.0,0.13760217983651227
962,10,38.0,48.0,0.20833333333333334
963,4,89.0,93.0,0.043010752688172046
967,843,8570.0,9413.0,0.08955699564432168
968,349,2926.0,3275.0,0.1065648854961832
970,646,3786.0,4432.0,0.1457581227436823
971,280,1539.0,1819.0,0.15393073117097306
972,664,3814.0,4478.0,0.14828048235819563
973,430,2901.0,3331.0,0.129090363254278
974,371,2660.0,3031.0,0.12240184757505773
975,211,1422.0,1633.0,0.129210042865891
976,34,415.0,449.0,0.0757238307349666
977,170,1165.0,1335.0,0.12734082397003746
978,98,760.0,858.0,0.11421911421911422
979,11,126.0,137.0,0.08029197080291971
980,1087,6433.0,7520.0,0.14454787234042554
981,725,3832.0,4557.0,0.15909589642308536
982,659,4478.0,5137.0,0.12828499124002335
983,606,4291.0,4897.0,0.12374923422503574
984,284,2836.0,3120.0,0.09102564102564102
985,344,2779.0,3123.0,0.11015049631764329
986,475,2918.0,3393.0,0.1399941055113469
988,142,1039.0,1181.0,0.12023708721422523
989,184,1273.0,1457.0,0.1262868908716541
990,105,732.0,837.0,0.12544802867383512
991,57,470.0,527.0,0.10815939278937381
992,210,1633.0,1843.0,0.11394465545306566
993,228,1643.0,1871.0,0.12185996793158739
994,11,97.0,108.0,0.10185185185185185
995,281,2118.0,2399.0,0.11713213839099625
996,133,865.0,998.0,0.13326653306613226
997,111,796.0,907.0,0.12238147739801543
998,43,252.0,295.0,0.14576271186440679
999,25,148.0,173.0,0.14450867052023122
