zip_code,pct_accepted,num_loan_apps_considered
007,0.02247191011235955,91.0
008,0.014705882352941176,69.0
010,0.09099639855942376,4544.0
011,0.05958549222797927,2045.0
012,0.07775919732441472,1289.0
013,0.09428571428571429,766.0
014,0.09419904204364024,2056.0
015,0.11596899224806202,3599.0
016,0.07977207977207977,1895.0
017,0.11216105176663928,2707.0
018,0.09049479166666667,6700.0
019,0.09622641509433963,4648.0
020,0.10832719233603537,3008.0
021,0.08931406132508982,13038.0
022,0.1564625850340136,170.0
023,0.09536723163841808,4847.0
024,0.1104830421377184,2161.0
025,0.07323943661971831,1143.0
026,0.09729334308705194,1500.0
027,0.07440310938367574,5805.0
028,0.10294771145015554,7446.0
029,0.08462484624846249,4409.0
030,0.10945903195191395,3507.0
031,0.10149253731343283,1476.0
032,0.09112567004169149,1832.0
033,0.09636363636363636,603.0
034,0.10947712418300654,679.0
035,0.09333333333333334,492.0
036,0.0990990990990991,122.0
037,0.10260869565217391,634.0
038,0.10611173603299588,2950.0
043,0.10526315789473684,21.0
050,0.08981001727115717,631.0
051,0.0784313725490196,275.0
052,0.08045977011494253,376.0
053,0.1,297.0
054,0.1361823361823362,1994.0
056,0.0917941585535466,785.0
057,0.10534351145038168,724.0
058,0.06365503080082136,518.0
059,0.2,48.0
060,0.10305343511450382,6936.0
061,0.07188444743029895,3191.0
062,0.10212765957446808,1554.0
063,0.09601634320735444,3219.0
064,0.1108963876913929,7473.0
065,0.0967942732648615,3524.0
066,0.08390883977900553,3139.0
067,0.09237574811345303,4198.0
068,0.11496618641576008,3792.0
069,0.1174496644295302,1332.0
070,0.11202407128804537,19218.0
071,0.06988277727682597,4746.0
072,0.09296838131193959,2316.0
073,0.0921921921921922,3637.0
074,0.12543741588156124,4181.0
075,0.06654756587762393,2388.0
076,0.11474747474747475,5518.0
077,0.11289364230540701,5619.0
078,0.1253908692933083,3599.0
079,0.1423047177107502,1477.0
080,0.10162014757779916,13735.0
081,0.07217939733707078,1530.0
082,0.07278712509144111,2933.0
083,0.07835420393559929,3014.0
084,0.054924242424242424,557.0
085,0.12614980289093297,2571.0
086,0.08668076109936575,2570.0
087,0.10230179028132992,4310.0
088,0.11598336304218657,9391.0
089,0.09070548712206047,974.0
090,0.06666666666666667,96.0
091,0.04225352112676056,74.0
092,0.08333333333333333,26.0
093,0.2,6.0
094,0.14814814814814814,31.0
096,0.16666666666666666,42.0
098,0.10526315789473684,21.0
100,0.11889807847770661,17993.0
101,0.11690363349131122,707.0
102,0.10273972602739725,161.0
103,0.09978487506205527,6646.0
104,0.07772191156430619,22935.0
105,0.12231052529559992,5790.0
106,0.10804321728691477,923.0
107,0.10554089709762533,3352.0
108,0.12679425837320574,942.0
109,0.1082103670071888,5858.0
110,0.10662224073302791,2657.0
111,0.11611842105263158,3393.0
112,0.08320234727025044,31011.0
113,0.10102853351028533,13274.0
114,0.08361687648860157,12739.0
115,0.09788208357183743,7672.0
116,0.07681263460157932,1500.0
117,0.10722845969471427,17554.0
118,0.10144927536231885,684.0
119,0.09293948126801153,3034.0
120,0.0946761800219539,3989.0
121,0.07920133111480865,3243.0
122,0.08133669609079446,1715.0
123,0.08284652150823155,2039.0
124,0.07342060330108138,1886.0
125,0.08453815261044177,5401.0
126,0.07110609480812641,949.0
127,0.07846410684474124,1292.0
128,0.07250289240262245,2781.0
129,0.07758159443552702,2014.0
130,0.0969770253929867,4536.0
131,0.08164326573062923,2080.0
132,0.08562555456965394,2447.0
133,0.06130268199233716,1662.0
134,0.09026465028355388,2307.0
135,0.05949367088607595,837.0
136,0.060898502495840265,3188.0
137,0.06499661475964794,1573.0
138,0.06102941176470588,1443.0
139,0.06133333333333333,796.0
140,0.0947680157946693,4436.0
141,0.09792284866468842,2220.0
142,0.08702791461412152,6620.0
143,0.0710128055878929,920.0
144,0.08014039192746417,3693.0
